Fiscal Year,TIF Number,TIF District,Type,Activity,Amount
2007,T-077,Lincoln Avenue,Transfers,Transfers in,2870121
2012,T-077,Lincoln Avenue,Transfers,Transfers in,635240
2013,T-077,Lincoln Avenue,Transfers,Transfers in,749998
2011,T-077,Lincoln Avenue,Transfers,Transfers in,1364658
2014,T-077,Lincoln Avenue,Transfers,Transfers in,749328
2008,T-164,Little Village East,Transfers,Transfers in,0
2009,T-164,Little Village East,Transfers,Transfers in,2500
2009,T-126,Madden/Wells,Transfers,Transfers in,671680
2007,T-126,Madden/Wells,Transfers,Transfers in,380140
2009,T-075,Madison/Austin Corridor,Transfers,Transfers in,2105844
2008,T-075,Madison/Austin Corridor,Transfers,Transfers in,2246349
2005,T-075,Madison/Austin Corridor,Transfers,Transfers in,1108149
2006,T-075,Madison/Austin Corridor,Transfers,Transfers in,2883720
2010,T-075,Madison/Austin Corridor,Transfers,Transfers in,2791560
2007,T-075,Madison/Austin Corridor,Transfers,Transfers in,4599799
2014,T-075,Madison/Austin Corridor,Transfers,Transfers in,4007076
2012,T-075,Madison/Austin Corridor,Transfers,Transfers in,3380368
2013,T-075,Madison/Austin Corridor,Transfers,Transfers in,3811771
2011,T-075,Madison/Austin Corridor,Transfers,Transfers in,5764074
2006,T-029,Michigan/Cermak,Transfers,Transfers in,615000
2014,T-029,Michigan/Cermak,Transfers,Transfers in,3000000
2013,T-029,Michigan/Cermak,Transfers,Transfers in,6000000
2012,T-029,Michigan/Cermak,Transfers,Transfers in,4000000
2007,T-095,Midwest,Transfers,Transfers in,983720
2001,T-030,Near North,Transfers,Transfers in,1000000
2009,T-030,Near North,Transfers,Transfers in,46644
2013,T-030,Near North,Transfers,Transfers in,2500000
2013,T-032,Near West,Transfers,Transfers in,2120000
2009,T-033,North Branch (North),Transfers,Transfers in,180604
2009,T-034,North Branch (South),Transfers,Transfers in,2500000
2014,T-166,North Pullman,Transfers,Transfers in,5600000
2013,T-166,North Pullman,Transfers,Transfers in,8100000
2008,T-154,Pershing/King,Transfers,Transfers in,470000
2009,T-154,Pershing/King,Transfers,Transfers in,1500000
2012,T-154,Pershing/King,Transfers,Transfers in,4553272
2013,T-154,Pershing/King,Transfers,Transfers in,170354
2010,T-154,Pershing/King,Transfers,Transfers in,352200
2011,T-154,Pershing/King,Transfers,Transfers in,450000
2011,T-172,Randolph/Wells,Transfers,Transfers in,9000000
2010,T-172,Randolph/Wells,Transfers,Transfers in,20000000
2014,T-172,Randolph/Wells,Transfers,Transfers in,632000
2006,T-139,Ravenswood Corridor,Transfers,Transfers in,500000
2003,T-036,Read-Dunning,Transfers,Transfers in,1811000
2010,T-037,River South,Transfers,Transfers in,10000000
2014,T-037,River South,Transfers,Transfers in,4115000
2005,T-045,Stockyards Southeast Quadrant Industrial,Transfers,Transfers in,598857
2006,T-045,Stockyards Southeast Quadrant Industrial,Transfers,Transfers in,246730
2007,T-045,Stockyards Southeast Quadrant Industrial,Transfers,Transfers in,2000000
2003,T-045,Stockyards Southeast Quadrant Industrial,Transfers,Transfers in,481259
2004,T-045,Stockyards Southeast Quadrant Industrial,Transfers,Transfers in,348762
2008,T-146,Touhy/Western,Transfers,Transfers in,379156
2009,T-146,Touhy/Western,Transfers,Transfers in,379339
2007,T-146,Touhy/Western,Transfers,Transfers in,1338363
2014,T-146,Touhy/Western,Transfers,Transfers in,1699498
2010,T-146,Touhy/Western,Transfers,Transfers in,1836601
2011,T-146,Touhy/Western,Transfers,Transfers in,1612383
2013,T-146,Touhy/Western,Transfers,Transfers in,1680289
2012,T-146,Touhy/Western,Transfers,Transfers in,1539900
2002,T-083,West Irving Park,Transfers,Transfers in,2000000
2013,T-050,West Pullman Industrial Park Conservation Area,Transfers,Transfers in,280500
2013,T-171,West Woodlawn,Transfers,Transfers in,1250000
2014,T-171,West Woodlawn,Transfers,Transfers in,250000
2013,T-084,Western Avenue North,Transfers,Transfers in,2000000
2013,T-114,119th and Halsted,Transfers,Transfers out,-280500
2013,T-125,119th/I-57,Transfers,Transfers out,-353380
2012,T-125,119th/I-57,Transfers,Transfers out,-553381
2014,T-125,119th/I-57,Transfers,Transfers out,-353381
2014,T-072,24th/Michigan,Transfers,Transfers out,-4115000
2008,T-055,43rd/Cottage Grove,Transfers,Transfers out,0
2007,T-055,43rd/Cottage Grove,Transfers,Transfers out,-380140
2009,T-055,43rd/Cottage Grove,Transfers,Transfers out,-671680
2002,T-003,43rd/Damen,Transfers,Transfers out,-880000
2010,T-121,47th/Halsted,Transfers,Transfers out,-1163175
2014,T-121,47th/Halsted,Transfers,Transfers out,-218570
2013,T-121,47th/Halsted,Transfers,Transfers out,-218729
2012,T-121,47th/Halsted,Transfers,Transfers out,-218826
2011,T-121,47th/Halsted,Transfers,Transfers out,-218603
2008,T-118,47th/King Drive,Transfers,Transfers out,-470000
2009,T-118,47th/King Drive,Transfers,Transfers out,-1500000
2011,T-118,47th/King Drive,Transfers,Transfers out,-450000
2013,T-118,47th/King Drive,Transfers,Transfers out,-170354
2010,T-118,47th/King Drive,Transfers,Transfers out,-352200
2012,T-118,47th/King Drive,Transfers,Transfers out,-7053272
2002,T-005,60th and Western,Transfers,Transfers out,-288000
2014,T-005,60th and Western,Transfers,Transfers out,-2000000
2013,T-005,60th and Western,Transfers,Transfers out,-400000
2007,T-098,63rd/Pulaski,Transfers,Transfers out,-1387704
2008,T-098,63rd/Pulaski,Transfers,Transfers out,-1027414
2009,T-098,63rd/Pulaski,Transfers,Transfers out,-789081
2014,T-098,63rd/Pulaski,Transfers,Transfers out,-1677626
2013,T-098,63rd/Pulaski,Transfers,Transfers out,-1678594
2012,T-098,63rd/Pulaski,Transfers,Transfers out,-1526206
2011,T-098,63rd/Pulaski,Transfers,Transfers out,-3978124
2010,T-098,63rd/Pulaski,Transfers,Transfers out,-1593937
2008,T-127,87th/Cottage Grove,Transfers,Transfers out,-1285257
2007,T-127,87th/Cottage Grove,Transfers,Transfers out,-2013168
2009,T-127,87th/Cottage Grove,Transfers,Transfers out,-1285481
2012,T-127,87th/Cottage Grove,Transfers,Transfers out,-1485546
2014,T-127,87th/Cottage Grove,Transfers,Transfers out,-1688175
2011,T-127,87th/Cottage Grove,Transfers,Transfers out,-1485177
2010,T-127,87th/Cottage Grove,Transfers,Transfers out,-1485068
2013,T-127,87th/Cottage Grove,Transfers,Transfers out,-1687250
2007,T-123,Avalon Park/South Shore,Transfers,Transfers out,-500680
2009,T-123,Avalon Park/South Shore,Transfers,Transfers out,-375884
2008,T-123,Avalon Park/South Shore,Transfers,Transfers out,-298954
2012,T-123,Avalon Park/South Shore,Transfers,Transfers out,-452327
2011,T-123,Avalon Park/South Shore,Transfers,Transfers out,-452214
2013,T-123,Avalon Park/South Shore,Transfers,Transfers out,-529272
2010,T-123,Avalon Park/South Shore,Transfers,Transfers out,-452181
2014,T-123,Avalon Park/South Shore,Transfers,Transfers out,-529562
2010,T-081,Belmont/Central,Transfers,Transfers out,-247491
2009,T-081,Belmont/Central,Transfers,Transfers out,-211642
2008,T-081,Belmont/Central,Transfers,Transfers out,-212602
2007,T-081,Belmont/Central,Transfers,Transfers out,-1137388
2014,T-081,Belmont/Central,Transfers,Transfers out,-2049049
2012,T-081,Belmont/Central,Transfers,Transfers out,-1868759
2011,T-081,Belmont/Central,Transfers,Transfers out,-1869269
2013,T-081,Belmont/Central,Transfers,Transfers out,-1994811
2010,T-013,Bryn Mawr/Broadway,Transfers,Transfers out,-700000
2013,T-013,Bryn Mawr/Broadway,Transfers,Transfers out,-1125000
2014,T-013,Bryn Mawr/Broadway,Transfers,Transfers out,-500000
2005,T-059,Calumet Avenue/Cermak Road,Transfers,Transfers out,-3500000
2006,T-059,Calumet Avenue/Cermak Road,Transfers,Transfers out,-810000
2014,T-059,Calumet Avenue/Cermak Road,Transfers,Transfers out,-3000000
2013,T-059,Calumet Avenue/Cermak Road,Transfers,Transfers out,-6000000
2012,T-059,Calumet Avenue/Cermak Road,Transfers,Transfers out,-4000000
2007,T-063,Canal/Congress,Transfers,Transfers out,-9000000
2010,T-063,Canal/Congress,Transfers,Transfers out,-10000000
2006,T-063,Canal/Congress,Transfers,Transfers out,-3500000
2004,T-063,Canal/Congress,Transfers,Transfers out,-642076
2001,T-014,Central Loop,Transfers,Transfers out,-6000000
2006,T-014,Central Loop,Transfers,Transfers out,-6459266
2002,T-014,Central Loop,Transfers,Transfers out,-9593000
2013,T-086,Central West,Transfers,Transfers out,-2120000
2004,T-094,Chicago/Kingsbury,Transfers,Transfers out,-392008
2007,T-094,Chicago/Kingsbury,Transfers,Transfers out,-4150946
2005,T-016,Chinatown Basin,Transfers,Transfers out,-1793647
2003,T-016,Chinatown Basin,Transfers,Transfers out,-441840
2013,T-070,Clark/Montrose,Transfers,Transfers out,-2000000
2013,T-074,Clark Street and Ridge Avenue,Transfers,Transfers out,-3136000
2010,T-076,Devon/Western,Transfers,Transfers out,-1836601
2007,T-076,Devon/Western,Transfers,Transfers out,-1888363
2008,T-076,Devon/Western,Transfers,Transfers out,-379156
2009,T-076,Devon/Western,Transfers,Transfers out,-379339
2012,T-076,Devon/Western,Transfers,Transfers out,-1539900
2013,T-076,Devon/Western,Transfers,Transfers out,-1680289
2014,T-076,Devon/Western,Transfers,Transfers out,-1699498
2011,T-076,Devon/Western,Transfers,Transfers out,-1612383
2002,T-019,Eastman/North Branch,Transfers,Transfers out,-760000
2007,T-020,Edgewater,Transfers,Transfers out,-288449
2008,T-020,Edgewater,Transfers,Transfers out,-287963
2005,T-020,Edgewater,Transfers,Transfers out,-223355
2009,T-020,Edgewater,Transfers,Transfers out,-143578
2002,T-020,Edgewater,Transfers,Transfers out,-277486
2001,T-020,Edgewater,Transfers,Transfers out,-260283
2004,T-020,Edgewater,Transfers,Transfers out,-379717
2003,T-020,Edgewater,Transfers,Transfers out,-270986
2006,T-020,Edgewater,Transfers,Transfers out,-342551
2014,T-106,Englewood Neighborhood,Transfers,Transfers out,-7500000
2004,T-087,Fullerton/Milwaukee,Transfers,Transfers out,-182892
2010,T-087,Fullerton/Milwaukee,Transfers,Transfers out,-1000000
2006,T-023,Goose Island,Transfers,Transfers out,-229659
2013,T-092,Greater Southwest Industrial Corridor (West),Transfers,Transfers out,-350000
2014,T-092,Greater Southwest Industrial Corridor (West),Transfers,Transfers out,-2934023
2002,T-025,Homan/Grand Trunk,Transfers,Transfers out,-175000
2002,T-027,Irving/Cicero,Transfers,Transfers out,-87839
2003,T-101,Jefferson/Roosevelt,Transfers,Transfers out,-1000000
2010,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-2974054
2007,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-2103109
2004,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-1104281
2009,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-3058845
2008,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-2432174
2005,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-1839470
2012,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-3939144
2014,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-3690643
2011,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-4023558
2013,T-052,Kinzie Industrial Corridor,Transfers,Transfers out,-3879576
2010,T-103,Lake Calumet Area Industrial,Transfers,Transfers out,-1773456
2011,T-103,Lake Calumet Area Industrial,Transfers,Transfers out,-300000
2014,T-103,Lake Calumet Area Industrial,Transfers,Transfers out,-4200000
2013,T-103,Lake Calumet Area Industrial,Transfers,Transfers out,-8034600
2008,T-147,LaSalle Central,Transfers,Transfers out,-1450000
2014,T-147,LaSalle Central,Transfers,Transfers out,-632000
2010,T-147,LaSalle Central,Transfers,Transfers out,-20000000
2011,T-147,LaSalle Central,Transfers,Transfers out,-9000000
2008,T-109,Lawrence/Broadway,Transfers,Transfers out,-3000000
2009,T-109,Lawrence/Broadway,Transfers,Transfers out,-1000000
2013,T-109,Lawrence/Broadway,Transfers,Transfers out,-2872000
2006,T-088,Lawrence/Kedzie,Transfers,Transfers out,-2500000
2003,T-088,Lawrence/Kedzie,Transfers,Transfers out,-400000
2013,T-116,Lawrence/Pulaski,Transfers,Transfers out,-2500000
2013,T-077,Lincoln Avenue,Transfers,Transfers out,-550000
2009,T-152,Little Village Industrial Corridor,Transfers,Transfers out,-2500
2007,T-075,Madison/Austin Corridor,Transfers,Transfers out,-983720
2008,T-075,Madison/Austin Corridor,Transfers,Transfers out,-575000
2014,T-075,Madison/Austin Corridor,Transfers,Transfers out,-909880
2010,T-029,Michigan/Cermak,Transfers,Transfers out,-195000
2004,T-029,Michigan/Cermak,Transfers,Transfers out,-390000
2008,T-029,Michigan/Cermak,Transfers,Transfers out,-390000
2005,T-029,Michigan/Cermak,Transfers,Transfers out,-195000
2009,T-029,Michigan/Cermak,Transfers,Transfers out,-195000
2011,T-029,Michigan/Cermak,Transfers,Transfers out,-195000
2012,T-029,Michigan/Cermak,Transfers,Transfers out,-195000
2013,T-029,Michigan/Cermak,Transfers,Transfers out,-195000
2007,T-089,Midway Industrial Corridor,Transfers,Transfers out,-1270798
2008,T-089,Midway Industrial Corridor,Transfers,Transfers out,-727530
2009,T-089,Midway Industrial Corridor,Transfers,Transfers out,-729070
2012,T-089,Midway Industrial Corridor,Transfers,Transfers out,-856920
2013,T-089,Midway Industrial Corridor,Transfers,Transfers out,-1016634
2014,T-089,Midway Industrial Corridor,Transfers,Transfers out,-1029996
2011,T-089,Midway Industrial Corridor,Transfers,Transfers out,-856871
2010,T-089,Midway Industrial Corridor,Transfers,Transfers out,-866393
2005,T-095,Midwest,Transfers,Transfers out,-1108149
2007,T-095,Midwest,Transfers,Transfers out,-3803554
2008,T-095,Midwest,Transfers,Transfers out,-2027639
2009,T-095,Midwest,Transfers,Transfers out,-1946989
2006,T-095,Midwest,Transfers,Transfers out,-2883720
2014,T-095,Midwest,Transfers,Transfers out,-3278085
2013,T-095,Midwest,Transfers,Transfers out,-3161098
2012,T-095,Midwest,Transfers,Transfers out,-2737988
2010,T-095,Midwest,Transfers,Transfers out,-5514401
2011,T-095,Midwest,Transfers,Transfers out,-4021043
2006,T-030,Near North,Transfers,Transfers out,-311075
2009,T-030,Near North,Transfers,Transfers out,-2500000
2005,T-030,Near North,Transfers,Transfers out,-1000000
2004,T-031,Near South,Transfers,Transfers out,-4175883
2006,T-031,Near South,Transfers,Transfers out,-3315000
2005,T-031,Near South,Transfers,Transfers out,-1560733
2008,T-031,Near South,Transfers,Transfers out,-1450000
2013,T-031,Near South,Transfers,Transfers out,-36500000
2014,T-031,Near South,Transfers,Transfers out,-45300000
2010,T-032,Near West,Transfers,Transfers out,-8504376
2001,T-032,Near West,Transfers,Transfers out,-5000000
2009,T-032,Near West,Transfers,Transfers out,-4220475
2003,T-032,Near West,Transfers,Transfers out,-5000000
2008,T-032,Near West,Transfers,Transfers out,-4217095
2007,T-032,Near West,Transfers,Transfers out,-7411497
2004,T-032,Near West,Transfers,Transfers out,-1421365
2013,T-032,Near West,Transfers,Transfers out,-11698551
2012,T-032,Near West,Transfers,Transfers out,-17940520
2011,T-032,Near West,Transfers,Transfers out,-6623760
2004,T-033,North Branch (North),Transfers,Transfers out,-391607
2004,T-034,North Branch (South),Transfers,Transfers out,-739324
2001,T-034,North Branch (South),Transfers,Transfers out,-1000000
2013,T-034,North Branch (South),Transfers,Transfers out,-2500000
2014,T-034,North Branch (South),Transfers,Transfers out,-10000000
2007,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-3913864
2009,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-2600923
2010,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-3205336
2008,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-2515648
2005,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-502601
2013,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-3721579
2012,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-3280404
2011,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-4683594
2014,T-064,Northwest Industrial Corridor,Transfers,Transfers out,-3696488
2002,T-100,Ohio/Wabash,Transfers,Transfers out,-27998
2010,T-058,Portage Park,Transfers,Transfers out,-62947
2009,T-058,Portage Park,Transfers,Transfers out,-120000
2005,T-058,Portage Park,Transfers,Transfers out,-90000
2006,T-058,Portage Park,Transfers,Transfers out,-1371496
2011,T-058,Portage Park,Transfers,Transfers out,-500000
2005,T-069,Pulaski Corridor,Transfers,Transfers out,-304927
2009,T-069,Pulaski Corridor,Transfers,Transfers out,-802383
2007,T-069,Pulaski Corridor,Transfers,Transfers out,-694464
2008,T-069,Pulaski Corridor,Transfers,Transfers out,-637997
2010,T-069,Pulaski Corridor,Transfers,Transfers out,-780141
2014,T-069,Pulaski Corridor,Transfers,Transfers out,-670284
2012,T-069,Pulaski Corridor,Transfers,Transfers out,-735709
2013,T-069,Pulaski Corridor,Transfers,Transfers out,-720269
2011,T-069,Pulaski Corridor,Transfers,Transfers out,-757836
2002,T-036,Read-Dunning,Transfers,Transfers out,-7712540
2008,T-037,River South,Transfers,Transfers out,-7030000
2009,T-037,River South,Transfers,Transfers out,-4115000
2005,T-037,River South,Transfers,Transfers out,-3315000
2010,T-037,River South,Transfers,Transfers out,-4115000
2004,T-037,River South,Transfers,Transfers out,-4930000
